,travel_spot_name,ts_long,ts_lat,geometry,travel_parking
96,회동수원지,129.1166488,35.22525502,POINT (129.1166488 35.22525502),금사동제2공영주차장
97,호천마을,129.0512428,35.14428233,POINT (129.0512428 35.14428233),범일4동 제2공영
98,죽성성당(드림세트장),129.2478869,35.24122234,POINT (129.2478869 35.24122234),신천리공영주차장
99,부산엑스더스카이,129.1680433,35.16138257,POINT (129.1680433 35.16138257),GS타임즈 해운대 제3
100,역사의 디오라마,129.0322897,35.11468529,POINT (129.0322897 35.11468529),초2-1(주거지)
101,해운대 블루라인파크,129.191394,35.1612608,POINT (129.191394 35.1612608),해월정 달맞이길 공영
102,승학산,128.9795998,35.11409272,POINT (128.9795998 35.11409272),엄궁초등학교지하주차장
103,땅뫼산,129.1174425,35.24727479,POINT (129.1174425 35.24727479),구서동만남의광장공영주차장
104,영도 청학배수지 전망대,129.0600713,35.08839152,POINT (129.0600713 35.08839152),청학스카이웨이
105,우암동 도시 숲,129.0726358,35.12749293,POINT (129.0726358 35.12749293),눌원빌딩옆
106,흰여울문화마을,129.04637,35.07727585,POINT (129.04637 35.07727585),절영해안산책로앞
107,기장해녀촌(연화리횟촌),129.2281143,35.21842174,POINT (129.2281143 35.21842174),신천리공영주차장
108,광안리 SUP Zone,129.1146733,35.14773867,POINT (129.1146733 35.14773867),광안리해수욕장 공영주차장
109,이중섭거리,129.0521956,35.14033556,POINT (129.0521956 35.14033556),범일4동공영
110,가덕도,128.8169442,35.02296383,POINT (128.8169442 35.02296383),대항공영 주차장
111,월전포구(월전방파제),129.2451761,35.23832539,POINT (129.2451761 35.23832539),신천리공영주차장
112,죽성항(황학대),129.2468481,35.24264716,POINT (129.2468481 35.24264716),신천리공영주차장
113,영주하늘눈전망대,129.0307259,35.11461027,POINT (129.0307259 35.11461027),초2-1(주거지)
114,천마산하늘전망대,129.0173416,35.09364848,POINT (129.0173416 35.09364848),토토볼링장앞
115,캐비네 드 쁘아쏭(미디어 갤러리),129.2289258,35.20020436,POINT (129.2289258 35.20020436),기린주차장
116,황령산 전망대,129.0827286,35.15793416,POINT (129.0827286 35.15793416),황금로 공영주차장
117,아미산 전망대,128.9608087,35.0527909,POINT (128.9608087 35.0527909),남항방파제
118,청학 수변공원,129.0611626,35.09772939,POINT (129.0611626 35.09772939),청학하나
119,영도 하늘전망대,129.0548556,35.07196271,POINT (129.0548556 35.07196271),75광장앞
120,대항전망대,128.8251215,35.01715908,POINT (128.8251215 35.01715908),대항공영 주차장
121,천성항 방파제등대,128.8148915,35.02821876,POINT (128.8148915 35.02821876),대항공영 주차장
122,구덕문화공원,129.0057695,35.12645293,POINT (129.0057695 35.12645293),수5-1(주거지)
123,대신공원,129.0148105,35.12169252,POINT (129.0148105 35.12169252),수5-1(주거지)
124,부산민주공원,129.0280541,35.10972466,POINT (129.0280541 35.10972466),초량1동업무지
125,중앙공원,129.0279957,35.11232714,POINT (129.0279957 35.11232714),초2-1(주거지)
126,장미원,129.0099162,35.23339658,POINT (129.0099162 35.23339658),삼락재첩거리주변
127,구포 어린이교통공원,128.9999568,35.20106946,POINT (128.9999568 35.20106946),모라중학교 지하(노외)
128,화명수목원,129.0426767,35.25105354,POINT (129.0426767 35.25105354),두실공영주차장
129,소두방공원,129.1817598,35.32533112,POINT (129.1817598 35.32533112),정관읍상업지역노상공영주차장
130,신평소공원,129.2600539,35.29271679,POINT (129.2600539 35.29271679),좌천 재래시장
131,장안사계곡,129.2328151,35.3744349,POINT (129.2328151 35.3744349),오리 대룡마을
132,은진사,129.2765262,35.33604835,POINT (129.2765262 35.33604835),길천마을
133,홍연폭포,129.1667036,35.29587026,POINT (129.1667036 35.29587026),정관읍 상업지역 노상주차장
134,송상현광장,129.0669242,35.16518861,POINT (129.0669242 35.16518861),유원오피스텔 뒤
135,오륜대전망대,129.1131429,35.24839125,POINT (129.1131429 35.24839125),구서동만남의광장공영주차장
136,미포,129.1706181,35.15890512,POINT (129.1706181 35.15890512),GS타임즈 해운대 제3
137,삼익비치수변공원,129.1152455,35.14622773,POINT (129.1152455 35.14622773),광안리해수욕장 공영주차장
138,오시리아 해안산책로,129.2294675,35.19748523,POINT (129.2294675 35.19748523),기린주차장
139,센텀 APEC나루공원,129.1273244,35.1679172,POINT (129.1273244 35.1679172),민락매립지 공영주차장
140,안심치유정원,129.1101753,35.28982266,POINT (129.1101753 35.28982266),스포원 주차장(동측)
141,곰내연밭,129.169545,35.29540925,POINT (129.169545 35.29540925),정관읍 상업지역 노상주차장
142,송정역,129.2003621,35.18098098,POINT (129.2003621 35.18098098),송정주차장
143,가덕해양파크휴게소,128.809631,35.02305813,POINT (128.809631 35.02305813),대항공영 주차장
144,해운대수목원,129.132625,35.23044085,POINT (129.132625 35.23044085),반송1동 제1공영
145,해리단길,129.1576302,35.16487921,POINT (129.1576302 35.16487921),해운대로주차장
146,낙동강 생태탐방선,128.9492082,35.11025093,POINT (128.9492082 35.11025093),엄궁외식1번가주변
147,대연수목전시원,129.0989283,35.1255017,POINT (129.0989283 35.1255017),용호만유람선터미널 부설주차장
148,부산라벤더팜,129.1478285,35.25904626,POINT (129.1478285 35.25904626),반송2동 공영
149,다대포항,128.9832651,35.05241358,POINT (128.9832651 35.05241358),남항방파제
150,미포항,129.170682,35.15845517,POINT (129.170682 35.15845517),GS타임즈 해운대 제3
151,부산남항,129.0372454,35.09190182,POINT (129.0372454 35.09190182),토토볼링장앞
152,관음사,128.9758059,35.10910432,POINT (128.9758059 35.10910432),엄궁외식1번가주변
153,국제크루즈터미널,129.0791838,35.08080106,POINT (129.0791838 35.08080106),하수종말처리장옆
154,감지해변,129.0764901,35.06253361,POINT (129.0764901 35.06253361),태종대유원지부설주차장
155,감천동편부두 / 감천항,129.0128152,35.05479719,POINT (129.0128152 35.05479719),절영해안산책로앞
156,사상근린공원,128.976874,35.15219951,POINT (128.976874 35.15219951),감전중천주변
157,대항선착장,128.8259993,35.01232908,POINT (128.8259993 35.01232908),대항공영 주차장
158,하리선착장,129.0815033,35.07041337,POINT (129.0815033 35.07041337),태종대유원지부설주차장
159,가야공원 / 가야산책공원,129.0276892,35.14834533,POINT (129.0276892 35.14834533),가야공원
160,외양포항,128.832951,35.03059938,POINT (128.832951 35.03059938),대항공영 주차장
161,연태봉,128.832951,35.03059938,POINT (128.832951 35.03059938),대항공영 주차장
162,정란각/문화공감수정,129.0426663,35.12558704,POINT (129.0426663 35.12558704),수4-5(주거지)
163,가덕도대항인공동굴,128.8274686,35.01330955,POINT (128.8274686 35.01330955),대항공영 주차장
164,월전장어구이촌,129.2441707,35.2381615,POINT (129.2441707 35.2381615),신천리공영주차장
165,금정산성 막걸리,129.0564228,35.25042331,POINT (129.0564228 35.25042331),구서1동공영주차장
166,화전공원,128.8791616,35.10565571,POINT (128.8791616 35.10565571),녹산산단공영주차장
167,델타루 (에코델타시티 전망대),128.922057,35.13641139,POINT (128.922057 35.13641139),엄궁외식1번가주변
168,캐니언파크 부산,129.0654692,35.14830436,POINT (129.0654692 35.14830436),경남공고 뒤
169,부산롯데월드,129.2129995,35.19606841,POINT (129.2129995 35.19606841),기린주차장
170,용호별빛공원,129.1201732,35.13225717,POINT (129.1201732 35.13225717),용호부두 공영주차장
171,동래온천길(온천천 산책코스),129.1024593,35.19162797,POINT (129.1024593 35.19162797),한양아파트 앞 공영주차장
172,해운대 그린레일웨이 (미포~송정 구간),129.1711291,35.1603383,POINT (129.1711291 35.1603383),GS타임즈 해운대 제3
173,부산 칠드런스 뮤지엄,129.2177964,35.19205784,POINT (129.2177964 35.19205784),기린주차장
174,통일아시아드공원,128.9800346,35.0594544,POINT (128.9800346 35.0594544),남항방파제
175,녹산고향동산,128.8860013,35.15431705,POINT (128.8860013 35.15431705),김해주차장
176,오륙도해맞이공원,129.1230988,35.10164954,POINT (129.1230988 35.10164954),용호부두 공영주차장
177,이기대 섭자리,117.9925663,19.69442748,POINT (117.9925663 19.69442748),대항공영 주차장
178,달맞이동산,129.1821533,35.15713053,POINT (129.1821533 35.15713053),해월정 달맞이길 공영
179,대천공원,129.1678566,35.18137755,POINT (129.1678566 35.18137755),해운대교육지원청주변공영
180,감천사(부산),129.0912632,35.1833037,POINT (129.0912632 35.1833037),연제문화체육공원 공영주차장
181,국청사(부산),129.0549922,35.25388956,POINT (129.0549922 35.25388956),두실공영주차장
182,금수사(부산),129.0296787,35.12042071,POINT (129.0296787 35.12042071),수5-1(주거지)
183,금정선원,129.0741053,35.22163519,POINT (129.0741053 35.22163519),금강공원공영주차장
184,마하사(부산),129.0876863,35.1639058,POINT (129.0876863 35.1639058),황금로 공영주차장
185,미륵사(부산),129.0489255,35.27400663,POINT (129.0489255 35.27400663),선동공영주차장
186,법륜사(부산),129.0882185,35.20378468,POINT (129.0882185 35.20378468),동래시장공영주차장
187,소름요,129.2417735,35.24337476,POINT (129.2417735 35.24337476),신천리공영주차장
188,신세계 센텀시티,129.1297408,35.16878659,POINT (129.1297408 35.16878659),민락매립지 공영주차장
189,낙동강하구에코센터,128.9458947,35.10442929,POINT (128.9458947 35.10442929),엄궁외식1번가주변
190,해운대 동백섬,129.152181,35.15399144,POINT (129.152181 35.15399144),신일주차장
191,금정산,129.0518588,35.26844898,POINT (129.0518588 35.26844898),선동공영주차장
192,다대포해수욕장,128.9680332,35.04641953,POINT (128.9680332 35.04641953),남항방파제
193,장안사(부산),129.2328734,35.37456822,POINT (129.2328734 35.37456822),오리 대룡마을
194,태종사,129.0897752,35.05600958,POINT (129.0897752 35.05600958),태종대유원지부설주차장
195,초량교회,129.0369614,35.11714343,POINT (129.0369614 35.11714343),초1-1(주거지)
196,해동 용궁사(부산),129.2235599,35.18828337,POINT (129.2235599 35.18828337),기린주차장
197,부산 중앙공원,129.0278124,35.11213827,POINT (129.0278124 35.11213827),초2-1(주거지)
198,친환경 스카이웨이 전망대(이바구길),129.0306535,35.12130952,POINT (129.0306535 35.12130952),초4-1(주거지)
199,민주공원,129.0281096,35.10938025,POINT (129.0281096 35.10938025),초량1동업무지
200,태종대온천찜질방,129.0787787,35.06458897,POINT (129.0787787 35.06458897),태종대유원지부설주차장
201,평화공원,129.099578,35.12532145,POINT (129.099578 35.12532145),용호만유람선터미널 부설주차장
202,공수어촌체험마을,129.2111944,35.18445857,POINT (129.2111944 35.18445857),기린주차장
203,동래온천 노천족탕,129.0814742,35.22003829,POINT (129.0814742 35.22003829),금강공원공영주차장
204,금강식물원,129.0770633,35.22647637,POINT (129.0770633 35.22647637),금강공원공영주차장
205,대변마을,129.2303944,35.22482385,POINT (129.2303944 35.22482385),신천리공영주차장
206,영도 등대,129.0923639,35.05239337,POINT (129.0923639 35.05239337),태종대유원지부설주차장
207,영도대교,129.0367343,35.09407101,POINT (129.0367343 35.09407101),봉래동물양장
208,송정 죽도공원,129.2061339,35.1799562,POINT (129.2061339 35.1799562),송정주차장
209,문화공감 수정(부산 수정동 일본식 가옥),129.0426663,35.12558704,POINT (129.0426663 35.12558704),수4-5(주거지)
210,부산 진지성,129.0604644,35.13576678,POINT (129.0604644 35.13576678),범일2동-업무지-5구간
211,부산진일신여학교,129.0528985,35.13483064,POINT (129.0528985 35.13483064),독도주차장
212,온정개건비,129.081327,35.22010772,POINT (129.081327 35.22010772),금강공원공영주차장
213,해월정,129.1841753,35.15850541,POINT (129.1841753 35.15850541),해월정 달맞이길 공영
214,전포카페거리,129.0629164,35.15640063,POINT (129.0629164 35.15640063),경남공고 뒤
215,임랑해수욕장,129.2620864,35.31601422,POINT (129.2620864 35.31601422),장안읍 임랑리 아름마을
216,신선대(부산),129.1033783,35.10331843,POINT (129.1033783 35.10331843),하수종말처리장옆
217,오륙도 스카이워크,129.1229377,35.10228002,POINT (129.1229377 35.10228002),용호부두 공영주차장
218,대각사(부산),129.0306263,35.101084,POINT (129.0306263 35.101084),봉래동물양장
219,수리조선소길,129.0334902,35.09237948,POINT (129.0334902 35.09237948),토토볼링장앞
220,당산,129.0344089,35.1171295,POINT (129.0344089 35.1171295),초2-1(주거지)
221,관수옥과 초량왜관 터,129.0327484,35.10053966,POINT (129.0327484 35.10053966),봉래동물양장
222,이기대,129.127162,35.1162452,POINT (129.127162 35.1162452),용호부두 공영주차장
223,기장향교,129.2158837,35.2578421,POINT (129.2158837 35.2578421),동부근린공영주차장
224,용두산 자갈치 관광특구,129.0306014,35.09666505,POINT (129.0306014 35.09666505),봉래동물양장
225,삼진어묵체험·역사관,129.0428033,35.09299347,POINT (129.0428033 35.09299347),봉래시장
226,대저생태공원,128.9845662,35.20987375,POINT (128.9845662 35.20987375),삼락재첩거리주변
227,봉래산(부산),129.0584994,35.08256992,POINT (129.0584994 35.08256992),청학2동
228,부산영화체험박물관,129.0336899,35.10175899,POINT (129.0336899 35.10175899),봉래동물양장
229,부산차량융합기술단(부산철도차량정비단),129.0482426,35.160586,POINT (129.0482426 35.160586),유원오피스텔 뒤
230,만들숲,129.0645828,35.16395537,POINT (129.0645828 35.16395537),유원오피스텔 뒤
231,낙동강문화관,128.9474417,35.10828722,POINT (128.9474417 35.10828722),엄궁외식1번가주변
232,청사포 다릿돌전망대,129.1954075,35.1633523,POINT (129.1954075 35.1633523),주차장
233,산복도로,129.0309233,35.1092331,POINT (129.0309233 35.1092331),초량1동업무지
234,동래읍성지,129.0930236,35.20410418,POINT (129.0930236 35.20410418),동래시장공영주차장
235,아미르공원,129.0774424,35.0762932,POINT (129.0774424 35.0762932),영도중학교옆
236,구포만세거리,129.0016759,35.2092658,POINT (129.0016759 35.2092658),모라중학교 지하(노외)
237,부산시민공원,129.0558807,35.16549392,POINT (129.0558807 35.16549392),유원오피스텔 뒤
238,백양산 웰빙숲,129.011434,35.18439099,POINT (129.011434 35.18439099),모라중학교 지하(노외)
239,KT&G 상상마당 부산,129.0573309,35.15431743,POINT (129.0573309 35.15431743),경남공고 뒤
240,송도용궁구름다리,129.022017,35.06195767,POINT (129.022017 35.06195767),절영해안산책로앞
241,해운대리버크루즈,129.1273244,35.1679172,POINT (129.1273244 35.1679172),민락매립지 공영주차장
242,성지곡수원지,129.0424174,35.18536923,POINT (129.0424174 35.18536923),유원오피스텔 뒤
243,가덕도 연대봉,128.8216714,35.03175182,POINT (128.8216714 35.03175182),대항공영 주차장
244,용소웰빙공원,129.20421,35.24628207,POINT (129.20421 35.24628207),동양프라자 주변도로
245,물빛색스튜디오,128.9797833,35.20939316,POINT (128.9797833 35.20939316),삼락재첩거리주변
246,대저수문 생태공원,128.9924095,35.23009663,POINT (128.9924095 35.23009663),금호주차장
247,비석문화마을,129.0124474,35.09985325,POINT (129.0124474 35.09985325),토토볼링장앞
248,닥밭골 벽화마을,129.0235905,35.11432684,POINT (129.0235905 35.11432684),초6-5(주거지)
249,해동성취사(노지캠핑),129.2544186,35.28127353,POINT (129.2544186 35.28127353),일광면사무소주변
250,해광사,129.225762,35.20557592,POINT (129.225762 35.20557592),기린주차장
251,학리항(학리방파제),129.2477531,35.25997301,POINT (129.2477531 35.25997301),일광해수욕장노상공영주차장
252,칠암항,129.2602898,35.29862169,POINT (129.2602898 35.29862169),좌천 재래시장
253,젖병등대,129.2230815,35.21382772,POINT (129.2230815 35.21382772),구 국민은행 옆 주변 복개도로
254,옥정사,129.2225233,35.31128068,POINT (129.2225233 35.31128068),좌천 재래시장
255,이동항,129.2446919,35.27174663,POINT (129.2446919 35.27174663),일광면사무소주변
256,묘관음사,129.2662747,35.32286631,POINT (129.2662747 35.32286631),임랑해수욕장 주변 행정봉사실 옆
257,감만시민공원,129.0687505,35.10970874,POINT (129.0687505 35.10970874),청학하나
258,누리바라기전망대,129.0203303,35.09079885,POINT (129.0203303 35.09079885),토토볼링장앞
259,만덕고개 누리길 전망데크,129.0573042,35.21428015,POINT (129.0573042 35.21428015),금강공원공영주차장
260,울림공원,128.9270381,35.10165981,POINT (128.9270381 35.10165981),엄궁외식1번가주변
261,신호공원,128.8707796,35.08191377,POINT (128.8707796 35.08191377),녹산산단공영주차장
262,온천천시민공원,129.0951265,35.19252496,POINT (129.0951265 35.19252496),과정 공영주차장
263,보람공원,128.843243,35.0881459,POINT (128.843243 35.0881459),녹산산단공영주차장
264,명지동근린공원,128.9066569,35.0870333,POINT (128.9066569 35.0870333),녹산산단공영주차장
265,밀락더마켓,129.1270665,35.15426039,POINT (129.1270665 35.15426039),민락매립지 공영주차장
266,성암사(부산),129.0800958,35.14567992,POINT (129.0800958 35.14567992),범일2동-업무지-2구간
267,안적사(부산),129.1698889,35.21427668,POINT (129.1698889 35.21427668),반송1동 제2공영
268,약수암(부산),128.9965272,35.17822751,POINT (128.9965272 35.17822751),덕포백양공원공영주차장
269,운수사(부산),129.0134339,35.18358278,POINT (129.0134339 35.18358278),모라중학교 지하(노외)
270,조방해수탕,129.0625724,35.14185225,POINT (129.0625724 35.14185225),신부산빌딩 앞(소망빌딩)
271,혜원정사,129.0907133,35.18401749,POINT (129.0907133 35.18401749),연제문화체육공원 공영주차장
272,중앙해수랜드,129.1106576,35.12562718,POINT (129.1106576 35.12562718),용호부두 공영주차장
273,스파랜드 센텀시티,129.1290909,35.1686477,POINT (129.1290909 35.1686477),민락매립지 공영주차장
274,다대포 꿈의 낙조분수,128.9680332,35.04641953,POINT (128.9680332 35.04641953),남항방파제
275,내원정사(부산)-템플스테이,129.0122828,35.12654748,POINT (129.0122828 35.12654748),수5-1(주거지)
276,부산어촌민속관,129.0084663,35.23376595,POINT (129.0084663 35.23376595),삼락재첩거리주변
277,부산 가톨릭센터,129.0290347,35.10421418,POINT (129.0290347 35.10421418),초량1동업무지
278,부산박물관,129.0947839,35.12955422,POINT (129.0947839 35.12955422),남천1동 공영주차장
279,정인갤러리,129.036162,35.09954261,POINT (129.036162 35.09954261),봉래동물양장
280,추리문학관,129.1833308,35.16169393,POINT (129.1833308 35.16169393),해월정 달맞이길 공영
281,복천박물관(부산),129.0911042,35.20889249,POINT (129.0911042 35.20889249),사적공원공영주차장
282,백산기념관,129.0345787,35.10197842,POINT (129.0345787 35.10197842),봉래동물양장
283,부산시립미술관,129.1370458,35.16669807,POINT (129.1370458 35.16669807),민락수변공원 공영주차장
284,구덕 민속예술관,129.018524,35.12392845,POINT (129.018524 35.12392845),수5-1(주거지)
285,수영민속예술관,129.1139699,35.17121936,POINT (129.1139699 35.17121936),망미동노외공영주차장
286,부산 강서문화원,128.9805054,35.21132351,POINT (128.9805054 35.21132351),삼락재첩거리주변
287,부산해양자연사박물관,129.0759941,35.22196852,POINT (129.0759941 35.22196852),금강공원공영주차장
288,한광미술관,129.0374394,35.10897491,POINT (129.0374394 35.10897491),초량1동업무지
